id,lat,lon,area,regions1,regions2
4099,46.03,17.52,812,2,3
4100,47.45,18.07,276,2,3
4101,47.41,18.18,259,2,3
4102,47.69,20.63,791,2,3
4103,47.85,22.67,15273,2,4
4104,46.3,16.84,31103,2,3
4105,48.34,21.55,13079,2,4
4106,48.43,21.09,4447,2,4
4107,47.08,17.16,499,2,3
4108,47.03,21.04,9013,2,3
4109,46.48,18.48,2104,2,3
4110,46.34,16.76,12927,2,3
4111,46.66,18.18,259,2,3
4112,46.65,21.29,4248,2,3
4113,47.48,19.74,106,2,3
4114,47.6,19.89,1732,2,3
4115,48.42,22.26,33362,2,4
4116,46.74,17.18,1540,2,3
4117,47.42,20.7,66285,2,3
4118,64.69,-21.61,507,5,5
4119,64.79,-21.52,1653,5,5
4120,63.94,-21.2,5743,5,5
4121,64.18,-20.45,217,5,5
4122,64.12,-20.6,635,5,5
4123,64.9,-15.26,557,5,5
4124,63.86,-20.47,571,5,5
4125,64.68,-14.46,113,5,5
4126,65.29,-18.93,849,5,5
4127,65.39,-20.36,966,5,5
4128,66.06,-21.95,178,5,5
4129,65.87,-17.77,1127,5,5
4130,63.82,-19.34,389,5,5
4131,66.14,-15.63,267,5,5
4132,63.97,-17.61,313,5,5
4133,65.46,-17.17,716,5,5
4134,65.54,-19.21,395,5,5
4135,65.43,-17.54,2143,5,5
4136,65.72,-16.2,5234,5,5
4137,65.01,-16.34,1943,5,5
4138,65.57,-14.42,2749,5,5
4139,66.1,-16.49,7297,5,5
4140,63.55,-19.34,33,5,5
4141,64.11,-20.51,1551,5,5
4142,52.43,-8.9,776,5,5
4143,52.46,-9.16,365,5,5
4144,53.39,-8.42,1045,5,5
4145,53.98,-8.2,518,5,5
4146,53.37,-8.85,706,5,5
4147,54.3,-8.22,292,5,5
4148,54.04,-7.5,1495,5,5
4149,52.41,-7.58,2123,5,5
4150,52.56,-7.34,1614,5,5
4151,52.77,-7.07,2451,5,5
4152,53.05,-6.87,1112,5,5
4153,53.14,-7.17,405,5,5
4154,53.89,-6.45,343,5,5
4155,53.02,-7.9,484,5,5
4156,52.58,-8.75,802,5,5
4157,52.57,-9.08,422,5,5
4158,53.28,-8.03,1233,5,5
4159,53.39,-8.3,1202,5,5
4160,51.83,-8.79,429,5,5
4161,53.8,-6.33,308,5,5
4162,53.89,-6.42,271,5,5
4163,53.68,-6.78,1584,5,5
4164,52.55,-6.55,1028,5,5
4165,53.13,-6.99,115,5,5
4166,52.94,-6.85,1687,5,5
4167,52.57,-7.21,444,5,5
4168,52.66,-7.1,94.9,5,5
4169,52.45,-6.94,2433,5,5
4170,52.4,-7.94,448,5,5
4171,52.38,-7.95,297,5,5
4172,52.05,-8.05,2365,5,5
4173,52.17,-8.32,1098,5,5
4174,52.25,-8.41,1583,5,5
4175,52.21,-8.83,1962,5,5
4176,52.09,-9.07,81.1,5,5
4177,51.79,-8.6,106,5,5
4178,51.75,-9.36,644,5,5
4179,52.38,-9.48,641,5,5
4180,52.61,-8.63,232,5,5
4181,52.56,-8.5,1042,5,5
4182,53.29,-7.79,249,5,5
4183,52.91,-8.65,279,5,5
4184,53.84,-7.71,64.8,5,5
4185,53.51,-7.8,1050,5,5
4186,54.18,-7.93,771,5,5
4187,52.83,-8.96,560,5,5
4188,53.81,-9.35,111,5,5
4189,54.02,-9.18,1890,5,5
4190,54.11,-8.61,1166,5,5
4191,54.21,-8.47,644,5,5
4192,53.94,-7.28,769,5,5
4193,54.76,-8.52,110,5,5
4194,55.09,-7.87,243,5,5
4195,53.64,-6.7,714,5,5
4196,53.57,-6.99,287,5,5
4197,53.65,-6.95,1271,5,5
4198,53.62,-6.48,2442,5,5
4199,53.28,-6.58,216,5,5
4200,53.29,-7.12,68,5,5
4201,52.48,-6.84,2758,5,5
4202,52.6,-7.97,509,5,5
4203,52.47,-7.86,87,5,5
4204,52.21,-7.69,91,5,5
4205,52.02,-9.34,326,5,5
4206,52,-9.46,564,5,5
4207,52.53,-9.59,190,5,5
4208,52.33,-8.55,244,5,5
4209,53.27,-8.03,8028,5,5
4210,53.64,-8.53,181,5,5
4211,53.73,-7.68,290,5,5
4212,53.92,-7.95,101,5,5
4213,53.97,-8.47,496,5,5
4214,53.96,-8.33,537,5,5
4215,53.58,-8.75,458,5,5
4216,53.44,-9.32,66,5,5
4217,54.02,-9.39,157,5,5
4218,54.1,-8.74,302,5,5
4219,54.06,-6.48,231,5,5
4220,54.02,-6.63,164,5,5
4221,53.75,-6.67,188,5,5
4222,53.85,-6.99,129,5,5
4223,52.58,-6.29,147,5,5
4224,52.57,-7.03,2347,5,5
4225,52.8,-7.68,34.2,5,5
4226,52.03,-8.52,1156,5,5
4227,52.15,-9,320,5,5
4228,53.08,-8.03,161,5,5
4229,52.95,-8.34,295,5,5
4230,53.16,-8.68,118,5,5
4231,53.39,-9.13,178,5,5
4232,53.71,-9.25,249,5,5
4233,54.06,-9,484,5,5
4234,53.82,-9.28,144,5,5
4235,54.08,-7.25,232,5,5
4236,45.8,8.31,147,4,4
4237,45.88,11.55,137,4,4
4238,46.58,12.38,368,4,4
4239,46.4,12.23,311,4,4
4240,46.68,12.29,80.9,4,4
4241,44.45,8.07,1511,3,4
4242,45.63,8.55,6659,3,4
4243,46.37,12.09,109,4,4
4244,46.88,11.53,209,4,4
4245,46.79,12.1,117,4,4
4246,46.79,12.06,83.2,4,4
4247,46.92,11.94,156,4,4
4248,46.89,11.86,91.1,4,4
4249,47,11.85,420,4,4
4250,46.8,12.1,598,4,4
4251,46.71,11.96,376,4,4
4252,46.8,11.61,1977,4,4
4253,41.5,15.64,627,3,3
4254,41.29,16.04,2734,3,3
4255,40.83,9.02,364,3,3
4256,41.17,14.59,2052,3,3
4257,40.95,15.18,123,3,3
4258,40.68,15.13,332,3,3
4259,40.42,15.39,609,3,3
4260,40.47,14.96,3186,3,3
4261,42.47,13.39,56.1,3,3
4262,41.76,14.29,512,3,3
4263,42.89,12.41,4110,3,3
4264,41.85,12.52,17686,3,3
4265,42.37,12.68,1963,3,3
4266,45.13,9.59,7802,3,4
4267,46.18,10.06,907,4,4
4268,45.22,11.8,12140,3,4
4269,45.4,10.94,10957,3,4
4270,46.19,11.28,9632,4,4
4271,45.44,11.49,297,3,4
4272,46.27,13.22,1858,4,4
4273,45.34,8.57,384,3,4
4274,45.79,7.34,69.1,4,4
4275,44.42,9.47,39.7,3,3
4276,46.3,11.7,207,4,4
4277,45.69,7.65,42.7,4,4
4278,45.4,11.71,1227,3,4
4279,44.89,7.83,351,3,4
4280,44.89,8.28,420,3,3
4281,45.7,9.33,37.8,3,4
4282,44.79,8.91,204,3,3
4283,44.9,7.89,85.3,3,4
4284,44.96,8.79,2616,3,3
4285,44.76,8.58,1509,3,3
4286,44.44,8.48,50.4,3,3
4287,44.73,8.33,494,3,3
4288,44.23,8.15,127,4,3
4289,44.53,8.2,393,3,3
4290,45.72,11.57,1543,3,4
4291,45.72,6.92,27.6,4,4
4292,46.12,8.53,107,4,4
4293,45.33,8.28,999,3,4
4294,45.62,8.22,75.4,4,4
4295,45.55,8.01,133,3,4
4296,45.74,6.95,22,4,4
4297,46.1,10.58,51.3,4,4
4298,45.12,6.91,155,4,4
4299,44.84,7.39,581,4,4
4300,45.04,6.93,93.3,4,4
4301,45.39,7.89,142,3,4
4302,46.24,12.2,578,4,4
4303,45.22,8.15,3835,3,4
4304,45.6,7,69.2,4,4
4305,45.04,7.83,1308,3,4
4306,45.76,7.08,374,4,4
4307,45.51,7.67,3315,3,4
4308,45.06,7.43,1047,4,4
4309,45.04,6.89,118,4,4
4310,46.34,11.42,117,4,4
4311,44.55,8.32,91.3,3,3
4312,45.82,7.55,102,4,4
4313,44.47,7.39,107,4,4
4314,45.53,7.29,179,4,4
4315,46.72,11.43,659,4,4
4316,46.09,13.58,1328,4,4
4317,46.21,8.21,70.3,4,4
4318,45.8,9.22,176,3,4
4319,45.59,7.9,202,4,4
4320,45.86,7.67,90.7,4,4
4321,44.7,7.62,975,3,4
4322,45.22,7.73,331,3,4
4323,45.23,7.51,131,3,4
4324,45.87,7.79,54.5,4,4
4325,46.41,10.95,384,4,4
4326,45.26,9.94,2481,3,4
4327,44.92,8.49,807,3,3
4328,45.19,7.98,841,3,4
4329,45.35,7.66,613,4,4
4330,44.76,10.38,605,3,3
4331,44.71,7.67,952,3,4
4332,46.02,11.88,3126,4,4
4333,46.55,12.5,144,4,4
4334,45.01,7.84,3982,3,4
4335,45.24,8.45,13620,3,4
4336,45.21,10.16,50229,3,4
4337,45.12,9.02,25632,3,3
4338,45.21,8.32,13754,3,4
4339,45.13,9.59,41489,3,4
4340,45.16,7.67,5314,3,4
4341,44.97,8.71,17207,3,4
4342,45.09,9.12,37345,3,4
4343,44.82,10.37,55621,3,3
4344,45.08,10.66,61784,3,4
4345,45.09,10.32,52693,3,4
4346,44.79,7.23,37.6,4,4
4347,45.03,7.7,5299,3,4
4348,45.07,11.12,69250,3,4
4349,45.08,7.85,7749,3,4
4350,46.68,12.07,270,4,4
4351,46.33,12.16,4.7,4,4
4352,45.77,7.13,41.7,4,4
4353,45.78,6.85,45.8,4,4
4354,45.85,8.58,130,4,4
4355,45.97,8.41,53.6,4,4
4356,45.99,10.6,542,4,4
4357,46.26,10.66,69.5,4,4
4358,46.24,10.71,150,4,4
4359,46.26,10.79,53,4,4
4360,45.87,11.05,1032,4,4
4361,46.21,10.61,21.1,4,4
4362,45.63,7.37,82.4,4,4
4363,44.61,9.11,216,3,3
4364,44.66,8.95,613,3,3
4365,44.68,11.04,1249,3,3
4366,44.51,10.37,345,3,3
4367,45.8,9.66,458,4,4
4368,45.88,8.17,82.3,4,4
4369,45.31,8.61,2449,3,4
4370,45.29,8.55,2234,3,4
4371,45.74,7.96,172,4,4
4372,45.67,8.23,706,4,4
4373,45.89,8.26,233,4,4
4374,44.55,7.71,1329,3,4
4375,45.14,7.55,888,3,4
4376,45.21,7.02,25.9,4,4
4377,44.27,7.48,564,4,4
4378,45.24,7.64,575,4,4
4379,45.29,7.16,75.9,4,4
4380,44.22,7.9,249,4,4
4381,44.97,8.52,4547,3,3
4382,44.47,7.91,497,3,4
4383,44.72,8.21,3396,3,4
4384,44.92,8.77,8024,3,3
4385,44.33,8.03,376,4,4
4386,44.09,7.73,176,4,4
4387,44.17,7.77,148,4,4
4388,44.49,9.97,414,3,3
4389,44.44,9.63,90.3,3,3
4390,44.56,9.79,297,3,3
4391,44.46,9.59,29.9,3,3
4392,44.99,10.08,1410,3,3
4393,46.02,8.24,916,4,4
4394,46.33,8.37,185,4,4
4395,46.29,11.59,99.9,4,4
4396,44.66,9.46,224,3,3
4397,46.07,8.87,631,4,4
4398,46.53,11,280,4,4
4399,44.54,7.13,67.8,4,4
4400,44.64,7.37,405,3,4
4401,44.52,7.15,278,4,4
4402,43.83,11.83,61.7,3,3
4403,43.46,11.52,161,3,3
4404,43.87,10.97,294,3,3
4405,43.77,11.09,437,3,3
4406,43.51,11.09,803,3,3
4407,43.6,10.57,336,3,3
4408,43.04,10.75,55.8,3,3
4409,43.4,10.79,627,3,3
4410,44,10.31,46.5,3,3
4411,43.98,10.48,699,3,3
4412,43.77,10.5,1386,3,3
4413,42.93,11.13,207,3,3
4414,43.78,10.81,33,3,3
4415,43.92,10.54,4.9,3,3
4416,43.57,11.31,120,3,3
4417,44.05,11.11,13.1,3,3
4418,43.55,11.28,117,3,3
4419,43.74,10.68,8110,3,3
4420,43.07,10.73,80.8,3,3
4421,43.11,11.06,68.3,3,3
4422,41.66,15.65,453,3,3
4423,41.66,15.41,247,3,3
4424,41.45,15.46,103,3,3
4425,41.46,15.23,92.5,3,3
4426,41.3,15.73,677,3,3
4427,40.82,15.41,272,3,3
4428,40.79,15.74,144,3,3
4429,40.95,15.52,1019,3,3
4430,41.09,15.68,126,3,3
4431,41.02,15.69,261,3,3
4432,41.11,15.61,1132,3,3
4433,41.06,15.92,28.2,3,3
4434,40.97,15.89,206,3,3
4435,41,16.11,229,3,3
4436,41.45,15.59,225,3,3
4437,44.13,10.94,34,3,3
4438,44.15,10.84,81.2,3,3
4439,44.02,11.21,67.7,3,3
4440,44.46,11.41,1055,3,3
4441,44.48,11.02,169,3,3
4442,44.08,11.34,11.6,3,3
4443,44.42,11.53,23.3,3,3
4444,44.28,11.52,6.7,3,3
4445,44.58,12,1478,3,3
4446,44.29,11.74,262,3,3
4447,44.04,11.96,443,3,3
4448,44.21,12.39,604,3,3
4449,43.76,12.67,607,3,3
4450,43.01,13.02,142,3,3
4451,43.08,13,117,3,3
4452,42.94,13.51,98.9,3,3
4453,42.87,13.79,1015,3,3
4454,44.52,12.18,538,3,3
4455,43.7,12.87,1051,3,3
4456,42.86,13.37,83.5,3,3
4457,42.8,13.46,541,3,3
4458,44.23,11.06,580,3,3
4459,44.7,11.45,1384,3,3
4460,44.44,11.63,236,3,3
4461,44.06,12.33,362,3,3
4462,43.6,12.8,1011,3,3
4463,43.34,13.13,335,3,3
4464,44.22,10.91,83.8,3,3
4465,44.43,11.3,158,3,3
4466,43.13,12.88,89.2,3,3
4467,44.29,11.69,260,3,3
4468,43.5,12.4,187,3,3
4469,43.53,12.63,127,3,3
4470,39.54,8.62,83.1,3,3
4471,40.31,9.08,581,3,3
4472,40.4,8.56,177,3,3
4473,40.55,8.95,168,3,3
4474,40.62,8.84,775,3,3
4475,40.37,9.41,626,3,3
4476,39.96,9.05,429,3,3
4477,39.48,9.35,1011,3,3
4478,39.31,9.43,120,3,3
4479,40.09,9.12,220,3,3
4480,41.15,9.45,554,3,3
4481,39.86,9.04,547,3,3
4482,39.07,8.47,435,3,3
4483,40.72,8.53,218,3,3
4484,39.58,9.19,393,3,3
4485,39.98,9.01,787,3,3
4486,39.85,9.45,52,3,3
4487,40.01,9.43,95.5,3,3
4488,39.71,8.92,71.9,3,3
4489,40.81,16.07,462,3,3
4490,40.43,16.89,2957,3,3
4491,40.57,15.96,42.5,3,3
4492,40.55,16.09,865,3,3
4493,40.34,16.66,1422,3,3
4494,40.38,15.84,174,3,3
4495,39.98,16.07,237,3,3
4496,40.26,16.35,1163,3,3
4497,39.62,16.39,1354,3,3
4498,39.8,16.15,285,3,3
4499,39.78,16.13,534,3,3
4500,39.29,16.77,59.3,3,3
4501,39.17,16.69,79.3,3,3
4502,39.03,16.7,47.8,3,3
4503,38.81,16.51,177,3,3
4504,38.61,16.43,123,3,3
4505,38.59,16.51,14.3,3,3
4506,38.28,16.01,48.8,3,3
4507,38.27,16,28.7,3,3
4508,38.52,16.21,16.6,3,3
4509,38.45,16.03,239,3,3
4510,38.98,16.42,114,3,3
4511,39.87,16.09,297,3,3
4512,40.14,15.76,44.6,3,3
4513,40.04,15.72,188,3,3
4514,40.24,16.13,502,3,3
4515,40.6,16.49,1651,3,3
4516,43.91,7.59,471,3,3
4517,43.85,7.56,155,3,3
4518,43.84,7.49,125,3,3
4519,43.97,7.75,197,3,3
4520,44.02,8.01,68.6,3,3
4521,44.12,8.05,202,3,3
4522,44.16,8.24,122,3,3
4523,44.03,8.02,46.3,3,3
4524,44.4,8.42,31.7,3,3
4525,44.5,9.24,34.1,3,3
4526,44.33,9.44,166,3,3
4527,44.4,9.44,41.1,3,3
4528,44.42,9.46,360,3,3
4529,44.43,10.04,78.4,3,3
4530,44.22,9.85,52.8,3,3
4531,44.13,9.92,937,3,3
4532,44.25,9.5,206,3,3
4533,44.41,8.44,35.1,3,3
4534,44.48,9.21,102,3,3
4535,44.27,9.88,78,3,3
4536,43.83,7.5,464,3,3
4537,44.11,9.94,562,3,3
4538,44.28,8.37,45.2,3,3
4539,44.14,9.74,454,3,3
4540,42.06,13.7,111,3,3
4541,41.8,13.76,387,3,3
4542,41.75,13.7,48,3,3
4543,41.61,13.38,932,3,3
4544,41.56,13.45,324,3,3
4545,41.57,13.7,67.6,3,3
4546,41.37,14.3,5.4,3,3
4547,41.14,15.12,535,3,3
4548,41.12,14.87,682,3,3
4549,41.04,14.34,5599,3,3
4550,40.78,14.72,71.9,3,3
4551,40.69,15.08,95.6,3,3
4552,40.45,15.05,654,3,3
4553,40.19,15.32,280,3,3
4554,40.11,15.47,114,3,3
4555,41.95,13.28,832,3,3
4556,41.81,13.32,194,3,3
4557,41.35,13.88,3608,3,3
4558,41.28,14.03,3902,3,3
4559,41.23,14.18,5560,3,3
4560,40.62,15.1,2392,3,3
4561,37.73,12.86,149,3,3
4562,37.73,13.17,344,3,3
4563,37.64,14.72,680,3,3
4564,37.38,14.83,1974,3,3
4565,42.5,13.31,99.2,3,3
4566,42.28,13.39,579,3,3
4567,42.14,13.96,1283,3,3
4568,42.15,13.86,603,3,3
4569,42.19,13.93,1933,3,3
4570,42.43,14.18,3115,3,3
4571,41.56,14.33,17.2,3,3
4572,41.91,15.13,1310,3,3
4573,41.6,15.04,1116,3,3
4574,41.9,15.11,1517,3,3
4575,41.83,13.89,81.1,3,3
4576,42.63,13.36,194,3,3
4577,41.77,14.53,116,3,3
4578,42.44,13.85,44.5,3,3
4579,42.51,13.8,14.5,3,3
4580,42.25,13.87,156,3,3
4581,41.67,13.93,282,3,3
4582,41.77,14.45,554,3,3
4583,41.71,14.66,925,3,3
4584,44.15,10.39,30.5,3,3
4585,44.09,10.58,261,3,3
4586,43.69,11.18,122,3,3
4587,43.94,10.47,3.4,3,3
4588,43.01,10.63,353,3,3
4589,43.1,11.13,507,3,3
4590,42.58,11.3,175,3,3
4591,42.8,10.17,6.8,3,3
4592,44.02,10.72,168,3,3
4593,43.93,10.64,1091,3,3
4594,43.57,11.7,2228,3,3
4595,43.91,11.03,99,3,3
4596,43.96,10.53,48.3,3,3
4597,43.75,11.8,448,3,3
4598,43.84,11.18,5390,3,3
4599,44.31,7.4,111,4,4
4600,44.31,7.29,160,4,4
4601,45.9,8.23,125,4,4
4602,44.39,7.15,21.7,4,4
4603,44.25,7.52,57.4,4,4
4604,45.55,10.54,2248,3,4
4605,45.89,9.29,4441,4,4
4606,45.87,7.72,134,4,4
4607,42.55,11.9,287,3,3
4608,42.33,11.94,865,3,3
4609,41.89,12.77,1120,3,3
4610,42.41,12.27,13584,3,3
4611,42.55,12.7,3725,3,3
4612,42.56,12.97,94.8,3,3
4613,42.99,12.95,45.6,3,3
4614,42.49,12.96,345,3,3
4615,42.14,12.92,448,3,3
4616,46.38,13.15,742,4,4
4617,46.48,12.45,200,4,4
4618,46.52,11.97,56.3,4,4
4619,46.49,11.94,27.1,4,4
4620,46.52,12.38,252,4,4
4621,46.42,12.1,97.7,4,4
4622,43.83,11.92,19.5,3,3
4623,43.34,13.23,442,3,3
4624,44.51,9.09,74.5,3,3
4625,44.74,9.32,639,3,3
4626,44.83,10.54,676,3,3
4627,44.57,10.97,1085,3,3
4628,42.67,13.65,148,3,3
4629,46.45,11.13,7006,4,4
4630,46.5,11.41,2705,4,4
4631,46.71,10.8,685,4,4
4632,46.73,11.29,1704,4,4
4633,45.79,11.27,137,4,4
4634,46.18,11.48,727,4,4
4635,46.47,12.2,388,4,4
4636,46.42,12.2,333,4,4
4637,45.99,11.71,462,4,4
4638,45.77,11.86,1538,3,4
4639,46.28,12.64,391,4,4
4640,46.47,12.15,227,4,4
4641,46.74,11.44,676,4,4
4642,46.54,12.65,57.5,4,4
4643,46.56,12.44,62.4,4,4
4644,45.91,11.86,3383,4,4
4645,45.6,10.05,1839,3,4
4646,45.12,6.7,206,4,4
4647,44.58,8.35,68.5,3,3
4648,45.93,7.59,74.4,4,4
4649,45.06,7.09,28,4,4
4650,45.91,7.46,12.7,4,4
4651,45.06,6.79,628,4,4
4652,45.01,6.75,546,4,4
4653,45.02,6.97,14.7,4,4
4654,44.25,7.34,87.4,4,4
4655,45.31,7.12,3.7,4,4
4656,46.3,8.42,11.2,4,4
4657,46.3,8.43,26,4,4
4658,46.28,8.19,5.5,4,4
4659,46.33,8.33,2.5,4,4
4660,46.34,8.31,14.2,4,4
4661,46.31,8.31,11.6,4,4
4662,45.68,9.85,1827,3,4
4663,44.94,11.6,69200,3,4
4664,44.72,9.96,87.2,3,3
4665,44.36,10.53,68.6,3,3
4666,46.01,11.92,626,4,4
4667,45.81,11.36,522,4,4
4668,46.24,11.74,66.3,4,4
4669,46.27,12.57,218,4,4
4670,45.81,11.17,13.8,4,4
4671,46.45,10.88,182,4,4
4672,43.89,11.73,31.3,3,3
4673,44.16,11.19,27,3,3
4674,43.59,12.57,640,3,3
4675,44.14,11.02,39.3,3,3
4676,43.49,11.97,751,3,3
4677,43.48,12.01,1208,3,3
4678,43.85,11.57,819,3,3
4679,43.79,11.54,4017,3,3
4680,43.54,10.85,794,3,3
4681,43.77,10.55,8128,3,3
4682,43.3,10.68,631,3,3
4683,43.01,10.62,355,3,3
4684,43.03,11.33,68.3,3,3
4685,42.96,11.17,2695,3,3
4686,43.9,10.81,4.7,3,3
4687,43.8,10.7,31.8,3,3
4688,45.32,10.66,2329,3,4
4689,45.69,10.39,894,4,4
4690,46.06,9.52,2556,4,4
4691,45.75,9.6,4669,3,4
4692,45.78,9.62,752,4,4
4693,38.18,15.19,54.9,3,3
4694,37.9,13.94,60.6,3,3
4695,37.93,13.94,35.1,3,3
4696,37.86,14.03,99,3,3
4697,37.94,13.82,107,3,3
4698,37.87,13.59,173,3,3
4699,37.98,13.98,420,3,3
4700,37.88,13.39,253,3,3
4701,37.92,13.55,110,3,3
4702,37.92,13.45,11.2,3,3
4703,37.9,13.58,21.4,3,3
4704,38.11,13.3,75,3,3
4705,38,12.98,52.8,3,3
4706,38.01,12.69,50.2,3,3
4707,37.87,12.48,29.1,3,3
4708,37.91,12.72,36.8,3,3
4709,37.96,12.59,331,3,3
4710,37.93,13.21,101,3,3
4711,37.78,13.21,73,3,3
4712,37.58,14.01,132,3,3
4713,37.55,14.06,225,3,3
4714,37.3,13.51,74.9,3,3
4715,37.77,14.13,29.6,3,3
4716,37.75,13.9,25,3,3
4717,37.86,14.22,21.9,3,3
4718,37.74,14.09,61,3,3
4719,37.57,14.33,184,3,3
4720,37.62,14.23,547,3,3
4721,37.58,14.02,635,3,3
4722,37.26,13.99,1797,3,3
4723,37,14.71,138,3,3
4724,36.89,15.01,108,3,3
4725,36.92,14.97,54.3,3,3
4726,37.02,15.01,70.4,3,3
4727,37.86,14.66,42.7,3,3
4728,37.76,14.98,213,3,3
4729,37.61,14.57,506,3,3
4730,37.68,14.24,46.9,3,3
4731,37.95,14.83,31.5,3,3
4732,37.87,15.02,25,3,3
4733,37.89,14.98,340,3,3
4734,43.32,12.16,936,3,3
4735,43.08,12.41,2038,3,3
4736,42.72,12.18,414,3,3
4737,43.03,12.42,1908,3,3
4738,43.05,12.33,1177,3,3
4739,42.7,12.21,1268,3,3
4740,41.85,13.21,220,3,3
4741,41.49,13.38,382,3,3
4742,42.51,12.62,1356,3,3
4743,43.03,11.54,576,3,3
4744,42.72,13.57,147,3,3
4745,42.49,14.07,230,3,3
4746,42.33,14.31,47.4,3,3
4747,43.56,12.52,641,3,3
4748,43.35,13.16,448,3,3
4749,42.03,14.02,111,3,3
4750,42.17,13.74,1970,3,3
4751,41.76,14.05,33.9,3,3
4752,41.72,13.99,128,3,3
4753,42.75,12.13,7577,3,3
4754,46.41,12.01,7.3,4,4
4755,46.33,12.47,4.7,4,4
4756,46.78,11.03,46.1,4,4
4757,45.9,11.39,118,4,4
4758,45.97,11.3,120,4,4
4759,46.03,11.57,216,4,4
4760,46.23,12.19,112,4,4
4761,46.49,13.51,336,4,4
4762,46.72,11.04,342,4,4
4763,46.99,11.57,75,4,4
4764,46.77,11.86,104,4,4
4765,46.75,11.6,753,4,4
4766,45.28,9.62,6330,3,4
4767,46.02,10.35,100,4,4
4768,45.84,10.53,233,4,4
4769,44.34,7.83,89.3,4,4
4770,45.67,7.21,92.2,4,4
4771,45.7,7.39,1832,4,4
4772,45.87,7.82,29.6,4,4
4773,44.48,7.1,55.5,4,4
4774,44.42,7.2,456,4,4
4775,45.13,6.74,43.2,4,4
4776,45.1,10.57,5839,3,4
4777,44.86,10.43,604,3,3
4778,45,10.82,61705,3,4
4779,44.31,7.19,61.4,4,4
4780,45.13,6.81,24.1,4,4
4781,46.05,8.36,122,4,4
4782,44.29,7.25,180,4,4
4783,44.52,7.73,1489,3,4
4784,45.01,8.61,5341,3,3
4785,45.64,8.5,6597,3,4
4786,46.05,8.61,1530,4,4
4787,44.59,8.99,50.5,3,3
4788,44.08,11.2,77.4,3,3
4789,43.16,12.91,298,3,3
4790,43.19,13.02,401,3,3
4791,43.25,13.14,606,3,3
4792,42.7,13.09,44.6,3,3
4793,46.42,11.49,207,4,4
4794,46.03,11.62,576,4,4
4795,46.31,12.05,247,4,4
4796,46.36,10.81,10.4,4,4
4797,46.39,11.26,1061,4,4
4798,46.2,11.96,204,4,4
4799,46.13,12.97,24,3,4
4800,46.34,10.98,1030,4,4
4801,46.47,12.31,812,4,4
4802,43.46,11.68,2545,3,3
4803,43.77,11.29,2989,3,3
4804,43.81,11.05,4886,3,3
4805,44.12,11.29,55.5,3,3
4806,43.98,11.33,162,3,3
4807,43.22,10.79,96.9,3,3
4808,43.16,10.57,194,3,3
4809,43.22,11.23,265,3,3
4810,44.05,10.85,31,3,3
4811,44.09,10.51,180,3,3
4812,44.05,11.44,154,3,3
4813,42.76,11.13,180,3,3
4814,42.73,12.41,5692,3,3
4815,42.14,14.28,43.7,3,3
4816,41.74,13.77,524,3,3
4817,41.58,15.58,233,3,3
4818,37.8,15.09,553,3,3
4819,37.73,13.07,791,3,3
4820,37.55,14.35,80.7,3,3
4821,37.92,13.44,84.4,3,3
4822,37.96,12.77,36,3,3
4823,37.9,12.8,273,3,3
4824,38.1,13.19,56.4,3,3
4825,37.48,13.69,1231,3,3
4826,37.9,13.51,509,3,3
4827,37.99,14.87,20.4,3,3
4828,38,14.86,47.5,3,3
4829,39.91,8.99,121,3,3
4830,40.75,9.24,352,3,3
4831,40.61,8.68,338,3,3
4832,46.24,11.25,7256,4,4
4833,46,11.57,611,4,4
4834,46.34,10.81,474,4,4
4835,46.11,11.15,1369,4,4
4836,46.33,10.75,316,4,4
4837,46,10.63,515,4,4
4838,45.94,10.75,854,4,4
4839,46.05,10.79,338,4,4
4840,45.95,10.87,1047,4,4
4841,46.08,11.81,112,4,4
4842,45.85,11.16,31,4,4
4843,45.82,10.93,54,4,4
4844,46.28,10.5,83,4,4
4845,57,22.13,8474,1,2
4846,57.04,24.3,491,1,2
4847,55.87,26.44,65683,1,2
4848,55.5,21.34,259,1,2
4849,54.43,23.34,440,1,2
4850,55.24,23.69,5532,1,2
4851,56.1,22.62,1533,1,2
4852,56.37,21.36,615,1,2
4853,54.06,24.04,37859,1,2
4854,54.5,23.91,42470,1,2
4855,55.58,25.29,3526,1,2
4856,55.64,23.3,161,1,2
4857,55.02,22.66,80805,1,2
4858,55.15,24.11,24763,1,2
4859,54.95,25.69,2578,1,2
4860,55.16,24.83,5396,1,2
4861,55.59,23.26,1079,1,2
4862,54.22,24.41,4244,1,2
4863,55.27,22.45,1679,1,2
4864,55.9,21.51,1216,1,2
4865,56.35,22.18,3944,1,2
4866,55.99,24.32,2294,1,2
4867,49.79,6.59,4215,2,5
4868,49.82,6.24,81.5,2,5
4869,49.87,5.93,115,2,5
4870,49.71,6.01,32.4,2,5
4871,49.66,6.21,83.6,2,5
4872,49.69,6.26,163,2,5
4873,49.87,6.25,292,2,5
4874,49.93,6.07,1070,2,5
4875,50.06,6.12,619,2,5
4876,49.78,6.22,70,2,5
4877,49.51,6.3,40.9,2,5
4878,49.71,6.3,201,2,5
4879,47.75,27.88,1041,2,2
4880,46.81,29.29,64964,2,2
4881,50.85,5.65,21512,5,5
4882,51.81,5.51,29331,5,5
4883,50.91,5.72,21116,5,5
4884,51.37,6.1,26437,5,5
